"","t1_team","t2_team","t1_home","neutral_site","t1_conference","t2_conference","game_id","pred_t1_wp","t1_win","conference_game","week","t1_color","t1_logo","t2_color","t2_logo","winning_logo","losing_logo","winning_color","winning_team","losing_team"
"51539","Pittsburgh","Wisconsin",0,1,"ACC","Big Ten",48535,0.7452,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#c4012f","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","#003263","Pittsburgh","Wisconsin"
"51540","Pittsburgh","South Carolina",0,1,"ACC","SEC",48536,0.4922,0,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#73000a","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#73000a","South Carolina","Pittsburgh"
"51541","Pittsburgh","Rutgers",0,1,"ACC","Big Ten",48540,0.5687,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#d21034","http://a.espncdn.com/i/teamlogos/ncaa/500/164.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/164.png","#003263","Pittsburgh","Rutgers"
"51542","Pittsburgh","Syracuse",0,1,"ACC","ACC",48542,0.7245,1,1,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#ff6500","http://a.espncdn.com/i/teamlogos/ncaa/500/183.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/183.png","#003263","Pittsburgh","Syracuse"
"51543","Pittsburgh","UTEP",0,1,"ACC","Conference USA",48546,0.9,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#ff8200","http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png","#003263","Pittsburgh","UTEP"
"51544","Pittsburgh","Utah State",0,1,"ACC","Mountain West",48547,0.7448,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#00263a","http://a.espncdn.com/i/teamlogos/ncaa/500/328.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/328.png","#003263","Pittsburgh","Utah State"
"51545","Pittsburgh","UL Monroe",0,1,"ACC","Sun Belt",48561,0.8693,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#231F20","http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png","#003263","Pittsburgh","UL Monroe"
"51546","Pittsburgh","West Virginia",0,1,"ACC","Big 12",48565,0.7542,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#002855","http://a.espncdn.com/i/teamlogos/ncaa/500/277.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/277.png","#003263","Pittsburgh","West Virginia"
"51547","Pittsburgh","Troy",0,1,"ACC","Sun Belt",48568,0.7384,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#AE0210","http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png","#003263","Pittsburgh","Troy"
"51548","Pittsburgh","Sam Houston",0,1,"ACC","Conference USA",48571,0.8751,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#fe5000","http://a.espncdn.com/i/teamlogos/ncaa/500/2534.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2534.png","#003263","Pittsburgh","Sam Houston"
"51549","Pittsburgh","San José State",0,1,"ACC","Mountain West",48574,0.8364,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#005893","http://a.espncdn.com/i/teamlogos/ncaa/500/23.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/23.png","#003263","Pittsburgh","San José State"
"51550","Pittsburgh","Washington State",0,1,"ACC","Pac-12",48576,0.7107,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#981e32","http://a.espncdn.com/i/teamlogos/ncaa/500/265.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/265.png","#003263","Pittsburgh","Washington State"
"51551","Pittsburgh","Virginia",0,1,"ACC","ACC",48578,0.528,1,1,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#232d4b","http://a.espncdn.com/i/teamlogos/ncaa/500/258.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/258.png","#003263","Pittsburgh","Virginia"
"51552","Pittsburgh","UCF",0,1,"ACC","Big 12",48579,0.6166,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#ba9b37","http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png","#003263","Pittsburgh","UCF"
"51553","Pittsburgh","Western Michigan",0,1,"ACC","Mid-American",48583,0.7057,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#532e1f","http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png","#003263","Pittsburgh","Western Michigan"
"51554","Pittsburgh","Virginia Tech",0,1,"ACC","ACC",48586,0.7441,1,1,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#630031","http://a.espncdn.com/i/teamlogos/ncaa/500/259.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/259.png","#003263","Pittsburgh","Virginia Tech"
"51555","Pittsburgh","San Diego State",0,1,"ACC","Mountain West",48592,0.6095,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#c41230","http://a.espncdn.com/i/teamlogos/ncaa/500/21.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/21.png","#003263","Pittsburgh","San Diego State"
"51556","Pittsburgh","Wake Forest",0,1,"ACC","ACC",48595,0.7405,1,1,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#9E7E38","http://a.espncdn.com/i/teamlogos/ncaa/500/154.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/154.png","#003263","Pittsburgh","Wake Forest"
"51557","Pittsburgh","Rice",0,1,"ACC","American Athletic",48599,0.689,1,0,8,"#003263","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#d1d5d8","http://a.espncdn.com/i/teamlogos/ncaa/500/242.png","http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","http://a.espncdn.com/i/teamlogos/ncaa/500/242.png","#003263","Pittsburgh","Rice"
"51558","Baylor","Wyoming",0,1,"Big 12","Mountain West",48601,0.6965,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#492f24","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#154734","Baylor","Wyoming"
"51559","Baylor","Tennessee",0,1,"Big 12","SEC",48603,0.2245,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#ff8200","http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#ff8200","Tennessee","Baylor"
"51560","Baylor","Coastal Carolina",0,1,"Big 12","Sun Belt",48604,0.8298,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#007073","http://a.espncdn.com/i/teamlogos/ncaa/500/324.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/324.png","#154734","Baylor","Coastal Carolina"
"51561","Baylor","Houston",0,1,"Big 12","Big 12",48605,0.584,1,1,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#c92a39","http://a.espncdn.com/i/teamlogos/ncaa/500/248.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/248.png","#154734","Baylor","Houston"
"51562","Baylor","Texas Tech",0,1,"Big 12","Big 12",48606,0.3,0,1,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#CC0000","http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#CC0000","Texas Tech","Baylor"
"51563","Baylor","Texas A&M",0,1,"Big 12","SEC",48607,0.2457,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#500000","http://a.espncdn.com/i/teamlogos/ncaa/500/245.png","http://a.espncdn.com/i/teamlogos/ncaa/500/245.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#500000","Texas A&M","Baylor"
"51564","Baylor","South Alabama",0,1,"Big 12","Sun Belt",48608,0.7177,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#00205B","http://a.espncdn.com/i/teamlogos/ncaa/500/6.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/6.png","#154734","Baylor","South Alabama"
"51565","Baylor","Tulane",0,1,"Big 12","American Athletic",48609,0.4661,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#006547","http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#006547","Tulane","Baylor"
"51566","Baylor","Missouri",0,1,"Big 12","SEC",48610,0.3283,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#f1b82d","http://a.espncdn.com/i/teamlogos/ncaa/500/142.png","http://a.espncdn.com/i/teamlogos/ncaa/500/142.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#f1b82d","Missouri","Baylor"
"51567","Baylor","Utah",0,1,"Big 12","Big 12",48611,0.3464,0,1,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#ea002a","http://a.espncdn.com/i/teamlogos/ncaa/500/254.png","http://a.espncdn.com/i/teamlogos/ncaa/500/254.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#ea002a","Utah","Baylor"
"51568","Baylor","TCU",0,1,"Big 12","Big 12",48613,0.4129,0,1,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#4d1979","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#4d1979","TCU","Baylor"
"51569","Baylor","UNLV",0,1,"Big 12","Mountain West",48614,0.3505,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#b10202","http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#b10202","UNLV","Baylor"
"51570","Baylor","UConn",0,1,"Big 12","FBS Independents",48615,0.5872,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#0c2340","http://a.espncdn.com/i/teamlogos/ncaa/500/41.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/41.png","#154734","Baylor","UConn"
"51571","Baylor","Central Michigan",0,1,"Big 12","Mid-American",48616,0.821,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#6a0032","http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png","#154734","Baylor","Central Michigan"
"51572","Baylor","Massachusetts",0,1,"Big 12","Mid-American",48617,0.8608,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#971B2F","http://a.espncdn.com/i/teamlogos/ncaa/500/113.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/113.png","#154734","Baylor","Massachusetts"
"51573","Baylor","North Carolina",0,1,"Big 12","ACC",48618,0.7027,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#7bafd4","http://a.espncdn.com/i/teamlogos/ncaa/500/153.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/153.png","#154734","Baylor","North Carolina"
"51574","Baylor","Bowling Green",0,1,"Big 12","Mid-American",48619,0.7341,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#2b1000","http://a.espncdn.com/i/teamlogos/ncaa/500/189.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/189.png","#154734","Baylor","Bowling Green"
"51575","Baylor","Temple",0,1,"Big 12","American Athletic",48620,0.7671,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#A80532","http://a.espncdn.com/i/teamlogos/ncaa/500/218.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/218.png","#154734","Baylor","Temple"
"51576","Baylor","Oklahoma State",0,1,"Big 12","Big 12",48621,0.901,1,1,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#FF7300","http://a.espncdn.com/i/teamlogos/ncaa/500/197.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/197.png","#154734","Baylor","Oklahoma State"
"51577","Baylor","SMU",0,1,"Big 12","ACC",48622,0.3932,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#354ca1","http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#354ca1","SMU","Baylor"
"51578","Baylor","Hawai'i",0,1,"Big 12","Mountain West",48624,0.6307,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#003420","http://a.espncdn.com/i/teamlogos/ncaa/500/62.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/62.png","#154734","Baylor","Hawai'i"
"51579","Baylor","Jacksonville State",0,1,"Big 12","Conference USA",48625,0.6549,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#b50500","http://a.espncdn.com/i/teamlogos/ncaa/500/55.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/55.png","#154734","Baylor","Jacksonville State"
"51580","Baylor","Georgia Tech",0,1,"Big 12","ACC",48626,0.4973,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#003057","http://a.espncdn.com/i/teamlogos/ncaa/500/59.png","http://a.espncdn.com/i/teamlogos/ncaa/500/59.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#003057","Georgia Tech","Baylor"
"51581","Baylor","Tulsa",0,1,"Big 12","American Athletic",48627,0.8385,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#003595","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/202.png","#154734","Baylor","Tulsa"
"51582","Baylor","Miami (OH)",0,1,"Big 12","Mid-American",48628,0.5535,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#a4000c","http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/193.png","#154734","Baylor","Miami (OH)"
"51583","Baylor","Mississippi State",0,1,"Big 12","SEC",48629,0.4609,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#5d1725","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","http://a.espncdn.com/i/teamlogos/ncaa/500/344.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#5d1725","Mississippi State","Baylor"
"51584","Baylor","South Florida",0,1,"Big 12","American Athletic",48630,0.418,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#004A36","http://a.espncdn.com/i/teamlogos/ncaa/500/58.png","http://a.espncdn.com/i/teamlogos/ncaa/500/58.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#004A36","South Florida","Baylor"
"51585","Baylor","Western Kentucky",0,1,"Big 12","Conference USA",48631,0.4908,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#F32026","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png","http://a.espncdn.com/i/teamlogos/ncaa/500/98.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#F32026","Western Kentucky","Baylor"
"51586","Baylor","Stanford",0,1,"Big 12","ACC",48632,0.7528,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#8c1515","http://a.espncdn.com/i/teamlogos/ncaa/500/24.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/24.png","#154734","Baylor","Stanford"
"51587","Baylor","Ole Miss",0,1,"Big 12","SEC",48633,0.254,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#13294b","http://a.espncdn.com/i/teamlogos/ncaa/500/145.png","http://a.espncdn.com/i/teamlogos/ncaa/500/145.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#13294b","Ole Miss","Baylor"
"51588","Baylor","Georgia State",0,1,"Big 12","Sun Belt",48634,0.8936,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#1e539a","http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png","#154734","Baylor","Georgia State"
"51589","Baylor","Georgia Southern",0,1,"Big 12","Sun Belt",48635,0.7721,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#003775","http://a.espncdn.com/i/teamlogos/ncaa/500/290.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/290.png","#154734","Baylor","Georgia Southern"
"51590","Baylor","Duke",0,1,"Big 12","ACC",48636,0.4195,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#013088","http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#013088","Duke","Baylor"
"51591","Baylor","Colorado State",0,1,"Big 12","Mountain West",48637,0.752,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#1e4d2b","http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","#154734","Baylor","Colorado State"
"51592","Baylor","Michigan State",0,1,"Big 12","Big Ten",48639,0.7152,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#18453b","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","#154734","Baylor","Michigan State"
"51593","Baylor","Penn State",0,1,"Big 12","Big Ten",48640,0.2887,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#041E42","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#041E42","Penn State","Baylor"
"51594","Baylor","Delaware",0,1,"Big 12","Conference USA",48641,0.5816,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#033594","http://a.espncdn.com/i/teamlogos/ncaa/500/48.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/48.png","#154734","Baylor","Delaware"
"51595","Baylor","Old Dominion",0,1,"Big 12","Sun Belt",48642,0.5452,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#00507d","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/295.png","#154734","Baylor","Old Dominion"
"51596","Baylor","Toledo",0,1,"Big 12","Mid-American",48643,0.4767,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#0a2240","http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#0a2240","Toledo","Baylor"
"51597","Baylor","Texas",0,1,"Big 12","SEC",48644,0.3103,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#c15d26","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#c15d26","Texas","Baylor"
"51598","Baylor","Vanderbilt",0,1,"Big 12","SEC",48645,0.3152,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#866d4b","http://a.espncdn.com/i/teamlogos/ncaa/500/238.png","http://a.espncdn.com/i/teamlogos/ncaa/500/238.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#866d4b","Vanderbilt","Baylor"
"51599","Baylor","New Mexico State",0,1,"Big 12","Conference USA",48646,0.8606,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#891216","http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","#154734","Baylor","New Mexico State"
"51600","Baylor","Southern Miss",0,1,"Big 12","Sun Belt",48647,0.6932,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#FFAA3C","http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","#154734","Baylor","Southern Miss"
"51601","Baylor","Miami",0,1,"Big 12","ACC",48648,0.2995,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#005030","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#005030","Miami","Baylor"
"51602","Baylor","Texas State",0,1,"Big 12","Sun Belt",48649,0.5425,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#4e1719","http://a.espncdn.com/i/teamlogos/ncaa/500/326.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/326.png","#154734","Baylor","Texas State"
"51603","Baylor","UCLA",0,1,"Big 12","Big Ten",48650,0.6457,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#2774ae","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","#154734","Baylor","UCLA"
"51604","Baylor","Buffalo",0,1,"Big 12","Mid-American",48651,0.754,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#041A9B","http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","#154734","Baylor","Buffalo"
"51605","Baylor","UAB",0,1,"Big 12","American Athletic",48652,0.8694,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#003b28","http://a.espncdn.com/i/teamlogos/ncaa/500/5.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/5.png","#154734","Baylor","UAB"
"51606","Baylor","Louisville",0,1,"Big 12","ACC",48653,0.3611,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#c9001f","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","http://a.espncdn.com/i/teamlogos/ncaa/500/97.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#c9001f","Louisville","Baylor"
"51607","Baylor","Eastern Michigan",0,1,"Big 12","Mid-American",48654,0.8045,1,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#00331b","http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png","#154734","Baylor","Eastern Michigan"
"51608","Baylor","Washington",0,1,"Big 12","Big Ten",48655,0.4097,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#33006f","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png","http://a.espncdn.com/i/teamlogos/ncaa/500/264.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#33006f","Washington","Baylor"
"51609","Baylor","Indiana",0,1,"Big 12","Big Ten",48656,0.311,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#990000","http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#990000","Indiana","Baylor"
"51610","Baylor","Nebraska",0,1,"Big 12","Big Ten",48657,0.448,0,0,8,"#154734","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#d00000","http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","http://a.espncdn.com/i/teamlogos/ncaa/500/239.png","#d00000","Nebraska","Baylor"
